action_id	action_type	action_params	session_id	user_id	project_id	creation_time	parent_display_id	child_display_id	solution
1531	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	308	127	3	2016-10-09 20:10:10	1868	1870	False
1533	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	309	117	3	2016-10-09 20:12:27	1872	1873	False
0	back		309	117	3		1873	1872	False
1543	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	309	117	3	2016-10-09 20:13:32	1872	1883	False
1546	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	309	117	3	2016-10-09 20:13:37	1883	1886	False
1599	filter	{'field': 'tcp_stream', 'term': '0', 'condition': 32}	310	129	3	2016-10-09 20:25:11	1934	1940	True
1600	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 0}	310	129	3	2016-10-09 20:25:15	1940	1941	True
1607	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	311	119	3	2016-10-09 20:26:44	1947	1949	True
1609	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	311	119	3	2016-10-09 20:26:47	1949	1951	True
1610	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	311	119	3	2016-10-09 20:26:51	1951	1952	True
1613	group	{'field': 'eth_src', 'aggregations': [{'field': 'ip_src', 'type': 'max'}, {'field': 'highest_layer', 'type': 'count'}], 'groupPriority': 0}	312	3	3	2016-10-12 14:48:14	1955	1956	False
1614	group	{'field': 'eth_dst', 'aggregations': [{'field': 'ip_src', 'type': 'max'}, {'field': 'highest_layer', 'type': 'count'}], 'groupPriority': 1}	312	3	3	2016-10-12 14:48:18	1956	1957	False
0	back		312	3	3		1957	1956	False
0	back		312	3	3		1956	1955	False
1615	filter	{'field': 'highest_layer', 'term': 'ARP', 'condition': 16}	312	3	3	2016-10-12 14:56:48	1955	1958	False
1616	filter	{'field': 'highest_layer', 'term': 'NBNS', 'condition': 16}	312	3	3	2016-10-12 14:58:22	1958	1959	False
1645	group	{'field': 'eth_src', 'aggregations': [{'field': 'packet_number', 'type': 'count'}, {'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 0}	313	3	3	2016-10-12 15:12:30	1988	1989	True
0	back		313	3	3		1989	1988	True
1646	group	{'field': 'highest_layer', 'aggregations': [{'field': 'packet_number', 'type': 'count'}], 'groupPriority': 0}	313	3	3	2016-10-12 15:12:48	1988	1990	True
0	back		313	3	3		1990	1988	True
1647	filter	{'field': 'tcp_dstport', 'term': '80', 'condition': 8}	313	3	3	2016-10-12 15:13:04	1988	1991	True
1648	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'packet_number', 'type': 'count'}, {'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 0}	313	3	3	2016-10-12 15:13:20	1991	1992	True
0	back		313	3	3		1992	1991	True
0	back		313	3	3		1991	1988	True
1649	filter	{'field': 'info_line', 'term': 'load.php?e=1', 'condition': 16}	313	3	3	2016-10-12 15:22:44	1988	1993	True
0	back		313	3	3		1993	1988	True
1650	filter	{'field': 'tcp_stream', 'term': '5', 'condition': 8}	313	3	3	2016-10-12 15:24:08	1988	1994	True
0	back		313	3	3		1994	1988	True
1651	filter	{'field': 'tcp_stream', 'term': '17', 'condition': 8}	313	3	3	2016-10-12 15:25:40	1988	1995	True
1658	filter	{'field': 'ip_src', 'term': '10.0.4.15', 'condition': 16}	314	10	3	2016-10-12 15:41:41	2002	2003	False
1659	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	314	10	3	2016-10-12 15:41:51	2003	2004	False
0	back		314	10	3		2004	2003	False
0	back		314	10	3		2003	2002	False
1660	group	{'field': 'length', 'aggregations': [], 'groupPriority': 0}	314	10	3	2016-10-12 15:42:59	2002	2005	False
1661	filter	{'field': 'tcp_stream', 'term': '0', 'condition': 64}	314	10	3	2016-10-12 15:43:09	2005	2006	False
0	back		314	10	3		2006	2005	False
0	back		314	10	3		2005	2002	False
1662	filter	{'field': 'tcp_stream', 'term': '0', 'condition': 64}	314	10	3	2016-10-12 15:43:27	2002	2007	False
1663	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}, {'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	314	10	3	2016-10-12 15:43:37	2007	2008	False
1664	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	315	10	4	2016-10-18 21:35:12	2009	2010	False
0	back		315	10	4		2010	2009	False
1665	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	315	10	4	2016-10-18 21:35:17	2009	2011	False
1683	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	316	10	3	2016-10-19 08:37:48	2029	2030	False
0	back		316	10	3		2030	2029	False
1684	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	316	10	3	2016-10-19 08:42:46	2029	2031	False
0	back		316	10	3		2031	2029	False
1685	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	316	10	3	2016-10-19 08:42:57	2029	2032	False
1687	filter	{'field': 'info_line', 'term': 'Echo (ping) request', 'condition': 16}	317	10	1	2016-10-19 10:42:49	2033	2043	False
0	back		317	10	1		2043	2033	False
1693	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	317	10	1	2016-10-19 10:45:56	2033	2051	False
1694	group	{'field': 'tcp_dstport', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 1}	317	10	1	2016-10-19 10:46:37	2051	2053	False
0	back		317	10	1		2053	2051	False
1697	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	317	10	1	2016-10-19 10:47:41	2051	2058	False
1698	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	317	10	1	2016-10-19 10:47:46	2058	2059	False
0	back		317	10	1		2059	2058	False
0	back		317	10	1		2058	2051	False
1723	group	{'field': 'highest_layer', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	317	10	1	2016-10-19 10:55:06	2051	2091	False
0	back		317	10	1		2091	2051	False
1729	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	317	10	1	2016-10-19 10:56:54	2051	2097	False
1732	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	317	10	1	2016-10-19 10:57:07	2097	2101	False
1752	group	{'field': 'tcp_srcport', 'aggregations': [], 'groupPriority': 2}	317	10	1	2016-10-19 11:02:58	2101	2122	False
0	back		317	10	1		2122	2101	False
0	back		317	10	1		2101	2097	False
0	back		317	10	1		2097	2051	False
0	back		317	10	1		2051	2033	False
1755	filter	{'field': 'info_line', 'term': 'Echo (ping) reply', 'condition': 16}	317	10	1	2016-10-19 11:04:49	2033	2125	False
1756	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	317	10	1	2016-10-19 11:05:05	2125	2127	False
0	back		317	10	1		2127	2125	False
0	back		317	10	1		2125	2033	False
1774	filter	{'field': 'tcp_stream', 'term': '0', 'condition': 64}	317	10	1	2016-10-19 11:08:22	2033	2145	False
1778	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'length', 'type': 'sum'}, {'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 0}	317	10	1	2016-10-19 11:11:02	2145	2149	False
0	back		317	10	1		2149	2145	False
0	back		317	10	1		2145	2033	False
1789	group	{'field': 'tcp_dstport', 'aggregations': [], 'groupPriority': 0}	317	10	1	2016-10-19 11:16:55	2033	2161	False
0	back		317	10	1		2161	2033	False
1793	filter	{'field': 'highest_layer', 'term': 'TCP', 'condition': 8}	317	10	1	2016-10-19 11:17:22	2033	2165	False
1799	group	{'field': 'tcp_dstport', 'aggregations': [], 'groupPriority': 0}	317	10	1	2016-10-19 11:17:54	2165	2171	False
1806	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	317	10	1	2016-10-19 11:18:40	2171	2178	False
0	back		317	10	1		2178	2171	False
0	back		317	10	1		2171	2165	False
0	back		317	10	1		2165	2033	False
1817	filter	{'field': 'info_line', 'term': '[SYN, ACK]', 'condition': 16}	317	10	1	2016-10-19 11:20:37	2033	2189	False
1822	filter	{'field': 'info_line', 'term': '[SYN, ACK]', 'condition': 16}	317	10	1	2016-10-19 11:20:55	2189	2194	False
0	back		317	10	1		2194	2189	False
1823	filter	{'field': 'info_line', 'term': '[SYN, ACK', 'condition': 16}	317	10	1	2016-10-19 11:21:19	2189	2195	False
0	back		317	10	1		2195	2189	False
0	back		317	10	1		2189	2033	False
1832	filter	{'field': 'info_line', 'term': 'SYN , A', 'condition': 16}	317	10	1	2016-10-19 11:21:55	2033	2204	False
1686	filter	{'field': 'ip_dst', 'term': '192', 'condition': 2}	327	143	1	2016-10-19 10:42:44	2039	2042	False
2137	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	329	146	1	2016-10-19 11:53:55	2040	2548	False
1728	filter	{'field': 'info_line', 'term': 'Echo(ping) request', 'condition': 16}	333	134	1	2016-10-19 10:56:41	2041	2096	False
0	back		333	134	1		2096	2041	False
1754	filter	{'field': 'info_line', 'term': 'Echo (ping) reply', 'condition': 16}	333	134	1	2016-10-19 11:04:48	2041	2124	False
1762	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	333	134	1	2016-10-19 11:05:25	2124	2133	False
1707	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	338	139	1	2016-10-19 10:52:40	2046	2074	False
1708	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 1}	338	139	1	2016-10-19 10:52:45	2074	2075	False
0	back		338	139	1		2075	2074	False
0	back		338	139	1		2074	2046	False
1710	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	338	139	1	2016-10-19 10:53:14	2046	2078	False
1711	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 1}	338	139	1	2016-10-19 10:53:18	2078	2079	False
1704	filter	{'field': 'info_line', 'term': 'Echo (ping)', 'condition': 16}	339	150	1	2016-10-19 10:50:12	2066	2068	False
1705	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	340	141	1	2016-10-19 10:51:34	2056	2070	False
0	back		340	141	1		2070	2056	False
1706	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	340	141	1	2016-10-19 10:51:36	2056	2071	False
1833	filter	{'field': 'highest_layer', 'term': 'TCP', 'condition': 8}	341	136	1	2016-10-19 11:22:12	2052	2205	False
1834	filter	{'field': 'info_line', 'term': 'SYN, ACK', 'condition': 16}	341	136	1	2016-10-19 11:22:35	2205	2206	False
1716	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	342	144	1	2016-10-19 10:53:41	2055	2084	False
1718	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	342	144	1	2016-10-19 10:53:57	2084	2086	False
0	back		342	144	1		2086	2084	False
1725	group	{'field': 'highest_layer', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	342	144	1	2016-10-19 10:55:11	2084	2093	False
1741	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	342	144	1	2016-10-19 10:57:57	2093	2110	False
0	back		342	144	1		2110	2093	False
1742	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	342	144	1	2016-10-19 10:58:00	2093	2111	False
1717	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	345	138	1	2016-10-19 10:53:44	2069	2085	False
1709	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	346	147	1	2016-10-19 10:52:55	2073	2077	False
1712	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	346	147	1	2016-10-19 10:53:24	2077	2080	False
0	back		346	147	1		2080	2077	False
1735	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	346	147	1	2016-10-19 10:57:15	2077	2104	False
0	back		346	147	1		2104	2077	False
1736	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	346	147	1	2016-10-19 10:57:18	2077	2105	False
1746	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	347	143	1	2016-10-19 10:59:13	2072	2115	False
1747	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	347	143	1	2016-10-19 10:59:22	2115	2116	False
1915	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	354	146	2	2016-10-19 11:40:52	2217	2315	False
0	back		354	146	2		2315	2217	False
1920	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	354	146	2	2016-10-19 11:41:26	2217	2320	False
1944	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	354	146	2	2016-10-19 11:42:59	2320	2348	False
0	back		354	146	2		2348	2320	False
0	back		354	146	2		2320	2217	False
2080	group	{'field': 'highest_layer', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 1}	354	146	2	2016-10-19 11:49:29	2217	2491	False
0	back		354	146	2		2491	2217	False
2083	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	354	146	2	2016-10-19 11:50:11	2217	2494	False
1844	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	357	145	1	2016-10-19 11:31:30	2221	2222	False
1845	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	357	145	1	2016-10-19 11:31:34	2222	2223	False
1849	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	358	155	2	2016-10-19 11:34:25	2224	2235	False
1850	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 1}	358	155	2	2016-10-19 11:34:33	2235	2238	False
1867	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	358	155	2	2016-10-19 11:35:51	2238	2258	False
1916	group	{'field': 'ip_src', 'aggregations': [{'field': 'ip_dst', 'type': 'min'}, {'field': 'length', 'type': 'count'}], 'groupPriority': 0}	359	143	2	2016-10-19 11:40:53	2226	2316	False
1922	group	{'field': 'tcp_srcport', 'aggregations': [{'field': 'ip_dst', 'type': 'min'}, {'field': 'length', 'type': 'count'}], 'groupPriority': 1}	359	143	2	2016-10-19 11:41:42	2316	2322	False
1969	group	{'field': 'highest_layer', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'min'}, {'field': 'length', 'type': 'count'}], 'groupPriority': 0}	359	143	2	2016-10-19 11:43:57	2322	2376	False
0	back		359	143	2		2376	2322	False
2004	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'min'}, {'field': 'length', 'type': 'count'}], 'groupPriority': 0}	359	143	2	2016-10-19 11:45:35	2322	2413	False
2037	group	{'field': 'highest_layer', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}, {'field': 'length', 'type': 'count'}], 'groupPriority': 1}	359	143	2	2016-10-19 11:47:17	2413	2447	False
0	back		359	143	2		2447	2413	False
0	back		359	143	2		2413	2322	False
0	back		359	143	2		2322	2316	False
0	back		359	143	2		2316	2226	False
2096	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'min'}, {'field': 'length', 'type': 'count'}], 'groupPriority': 0}	359	143	2	2016-10-19 11:50:38	2226	2507	False
1918	group	{'field': 'eth_src', 'aggregations': [{'field': 'length', 'type': 'count'}], 'groupPriority': 0}	360	140	2	2016-10-19 11:41:02	2227	2318	False
0	back		360	140	2		2318	2227	False
2012	group	{'field': 'highest_layer', 'aggregations': [{'field': 'length', 'type': 'count'}], 'groupPriority': 0}	360	140	2	2016-10-19 11:46:17	2227	2421	False
0	back		360	140	2		2421	2227	False
2098	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'length', 'type': 'count'}], 'groupPriority': 0}	360	140	2	2016-10-19 11:50:51	2227	2509	False
2200	filter	{'field': 'highest_layer', 'term': 'SMB', 'condition': 16}	360	140	2	2016-10-19 12:05:34	2509	2618	False
1866	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 0}	361	138	2	2016-10-19 11:35:37	2229	2256	False
1847	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	362	143	2	2016-10-19 11:33:52	2228	2231	False
1848	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	362	143	2	2016-10-19 11:34:17	2231	2234	False
0	back		362	143	2		2234	2231	False
1854	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	362	143	2	2016-10-19 11:35:10	2231	2243	False
1856	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	362	143	2	2016-10-19 11:35:20	2243	2245	False
1871	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 2}	362	143	2	2016-10-19 11:36:09	2245	2263	False
0	back		362	143	2		2263	2245	False
0	back		362	143	2		2245	2243	False
1876	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 2}	362	143	2	2016-10-19 11:36:28	2243	2269	False
1877	group	{'field': 'highest_layer', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 2}	362	143	2	2016-10-19 11:36:43	2269	2271	False
1883	filter	{'field': 'highest_layer', 'term': 'TCP', 'condition': 8}	362	143	2	2016-10-19 11:37:06	2271	2278	False
0	back		362	143	2		2278	2271	False
0	back		362	143	2		2271	2269	False
0	back		362	143	2		2269	2243	False
1890	filter	{'field': 'highest_layer', 'term': 'TCP', 'condition': 8}	362	143	2	2016-10-19 11:37:51	2243	2287	False
1908	group	{'field': 'tcp_srcport', 'aggregations': [], 'groupPriority': 2}	362	143	2	2016-10-19 11:39:51	2287	2308	False
0	back		362	143	2		2308	2287	False
1912	group	{'field': 'tcp_srcport', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 2}	362	143	2	2016-10-19 11:40:20	2287	2312	False
1924	group	{'field': 'tcp_dstport', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 3}	362	143	2	2016-10-19 11:41:59	2312	2324	False
1938	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 4}	362	143	2	2016-10-19 11:42:47	2324	2342	False
1855	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	363	145	2	2016-10-19 11:35:19	2232	2244	False
0	back		363	145	2		2244	2232	False
1928	filter	{'field': 'highest_layer', 'term': 'SMB', 'condition': 16}	363	145	2	2016-10-19 11:42:06	2232	2330	False
0	back		363	145	2		2330	2232	False
1943	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	363	145	2	2016-10-19 11:42:58	2232	2347	False
1946	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	363	145	2	2016-10-19 11:43:09	2347	2350	False
1966	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	363	145	2	2016-10-19 11:43:46	2350	2372	False
0	back		363	145	2		2372	2350	False
0	back		363	145	2		2350	2347	False
0	back		363	145	2		2347	2232	False
2102	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	363	145	2	2016-10-19 11:51:16	2232	2513	False
1851	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	364	139	2	2016-10-19 11:34:58	2233	2239	True
1853	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	364	139	2	2016-10-19 11:35:00	2239	2241	True
0	back		364	139	2		2241	2239	True
1874	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	364	139	2	2016-10-19 11:36:26	2239	2267	True
0	back		364	139	2		2267	2239	True
1875	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	364	139	2	2016-10-19 11:36:27	2239	2268	True
0	back		364	139	2		2268	2239	True
0	back		364	139	2		2239	2233	True
1999	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	364	139	2	2016-10-19 11:45:07	2233	2408	True
0	back		364	139	2		2408	2233	True
2015	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	364	139	2	2016-10-19 11:46:34	2233	2424	True
2029	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	364	139	2	2016-10-19 11:47:02	2424	2439	True
0	back		364	139	2		2439	2424	True
2053	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	364	139	2	2016-10-19 11:48:01	2424	2463	True
2103	group	{'field': 'highest_layer', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}], 'groupPriority': 1}	364	139	2	2016-10-19 11:51:18	2463	2514	True
0	back		364	139	2		2514	2463	True
0	back		364	139	2		2463	2424	True
0	back		364	139	2		2424	2233	True
2130	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	364	139	2	2016-10-19 11:53:33	2233	2541	True
2143	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 1}	364	139	2	2016-10-19 11:54:47	2541	2554	True
0	back		364	139	2		2554	2541	True
0	back		364	139	2		2541	2233	True
2171	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	364	139	2	2016-10-19 12:00:08	2233	2584	True
2173	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 1}	364	139	2	2016-10-19 12:00:46	2584	2586	True
2184	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 2}	364	139	2	2016-10-19 12:02:25	2586	2598	True
1852	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	365	135	2	2016-10-19 11:34:58	2236	2240	True
1870	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 1}	365	135	2	2016-10-19 11:36:09	2240	2262	True
1868	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	366	144	2	2016-10-19 11:35:52	2237	2259	True
1869	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	366	144	2	2016-10-19 11:35:54	2259	2260	True
0	back		366	144	2		2260	2259	True
0	back		366	144	2		2259	2237	True
1894	group	{'field': 'highest_layer', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	366	144	2	2016-10-19 11:38:00	2237	2291	True
0	back		366	144	2		2291	2237	True
2052	group	{'field': 'ip_src', 'aggregations': [{'field': 'ip_dst', 'type': 'max'}, {'field': 'tcp_srcport', 'type': 'min'}], 'groupPriority': 0}	366	144	2	2016-10-19 11:48:00	2237	2462	True
2054	group	{'field': 'ip_dst', 'aggregations': [{'field': 'tcp_srcport', 'type': 'min'}], 'groupPriority': 1}	366	144	2	2016-10-19 11:48:03	2462	2464	True
2067	group	{'field': 'tcp_srcport', 'aggregations': [], 'groupPriority': 2}	366	144	2	2016-10-19 11:48:51	2464	2477	True
0	back		366	144	2		2477	2464	True
2079	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'tcp_srcport', 'type': 'min'}], 'groupPriority': 2}	366	144	2	2016-10-19 11:49:27	2464	2490	True
0	back		366	144	2		2490	2464	True
0	back		366	144	2		2464	2462	True
2180	group	{'field': 'eth_src', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	366	144	2	2016-10-19 12:01:36	2462	2594	True
0	back		366	144	2		2594	2462	True
2181	group	{'field': 'ip_src', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 1}	366	144	2	2016-10-19 12:01:37	2462	2595	True
0	back		366	144	2		2595	2462	True
0	back		366	144	2		2462	2237	True
2183	group	{'field': 'highest_layer', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	366	144	2	2016-10-19 12:02:07	2237	2597	True
0	back		366	144	2		2597	2237	True
2186	group	{'field': 'ip_src', 'aggregations': [{'field': 'tcp_srcport', 'type': 'min'}, {'field': 'tcp_dstport', 'type': 'max'}, {'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	366	144	2	2016-10-19 12:02:53	2237	2601	True
2187	group	{'field': 'ip_dst', 'aggregations': [{'field': 'tcp_srcport', 'type': 'min'}, {'field': 'tcp_dstport', 'type': 'max'}, {'field': 'length', 'type': 'sum'}], 'groupPriority': 1}	366	144	2	2016-10-19 12:02:56	2601	2602	True
2190	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'tcp_srcport', 'type': 'min'}, {'field': 'tcp_dstport', 'type': 'max'}, {'field': 'length', 'type': 'sum'}], 'groupPriority': 2}	366	144	2	2016-10-19 12:03:21	2602	2606	True
1863	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 0}	367	136	2	2016-10-19 11:35:35	2246	2253	False
0	back		367	136	2		2253	2246	False
1865	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 1}	367	136	2	2016-10-19 11:35:36	2246	2255	False
1888	group	{'field': 'tcp_stream', 'aggregations': [], 'groupPriority': 0}	367	136	2	2016-10-19 11:37:42	2255	2285	False
1895	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	368	137	2	2016-10-19 11:38:19	2257	2293	True
1901	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	368	137	2	2016-10-19 11:39:04	2293	2301	True
1879	group	{'field': 'eth_src', 'aggregations': [], 'groupPriority': 0}	369	141	2	2016-10-19 11:36:45	2261	2274	False
1880	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	369	141	2	2016-10-19 11:36:55	2274	2275	False
0	back		369	141	2		2275	2274	False
0	back		369	141	2		2274	2261	False
1907	group	{'field': 'highest_layer', 'aggregations': [], 'groupPriority': 0}	369	141	2	2016-10-19 11:39:49	2261	2307	False
2085	group	{'field': 'highest_layer', 'aggregations': [{'field': 'length', 'type': 'sum'}]}	369	141	2	2016-10-19 11:50:16	2307	2496	False
2088	group	{'field': 'tcp_stream', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	369	141	2	2016-10-19 11:50:25	2496	2499	False
2094	group	{'field': 'highest_layer', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 1}	369	141	2	2016-10-19 11:50:32	2499	2505	False
2097	filter	{'field': 'highest_layer', 'term': 'SOCKS', 'condition': 512}	369	141	2	2016-10-19 11:50:48	2505	2508	False
2107	group	{'field': 'tcp_srcport', 'aggregations': [{'field': 'ip_src', 'type': 'min'}, {'field': 'ip_dst', 'type': 'max'}, {'field': 'length', 'type': 'sum'}], 'groupPriority': 1}	369	141	2	2016-10-19 11:51:30	2508	2518	False
1910	group	{'field': 'eth_src', 'aggregations': [{'field': 'length', 'type': 'sum'}], 'groupPriority': 0}	371	153	2	2016-10-19 11:40:02	2270	2310	False
1884	group	{'field': 'eth_dst', 'aggregations': [], 'groupPriority': 0}	372	151	2	2016-10-19 11:37:20	2273	2279	False
1893	group	{'field': 'ip_src', 'aggregations': [], 'groupPriority': 1}	372	151	2	2016-10-19 11:38:00	2279	2290	False
1919	group	{'field': 'tcp_dstport', 'aggregations': [], 'groupPriority': 2}	372	151	2	2016-10-19 11:41:25	2290	2319	False
0	back		372	151	2		2319	2290	False
1934	group	{'field': 'ip_dst', 'aggregations': [], 'groupPriority': 2}	372	151	2	2016-10-19 11:42:27	2290	2337	False
1961	group	{'field': 'tcp_srcport', 'aggregations': [], 'groupPriority': 3}	372	151	2	2016-10-19 11:43:27	2337	2366	False
1980	group	{'field': 'tcp_dstport', 'aggregations': [], 'groupPriority': 4}	372	151	2	2016-10-19 11:44:16	2366	2387	False
