	packet_number	captured_length	eth_dst	eth_src	highest_layer	info_line	interface_captured	ip_dst	ip_src	length	number	project_id	sniff_timestamp	tcp_dstport	tcp_srcport	tcp_stream
5423	5423	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31249/4474, ttl=128		82.108.177.249	192.168.1.122	75	5424	1	2013-06-02 10:20:30			
5424	5424	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1233 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.116.129	192.168.1.122	62	5425	1	2013-06-02 10:20:30	445.0	1233.0	141.0
5425	5425	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31505/4475, ttl=128		82.108.195.214	192.168.1.122	75	5426	1	2013-06-02 10:20:30			
5426	5426	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1236 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.10.140	54	5427	1	2013-06-02 10:20:30	1236.0	445.0	144.0
5427	5427	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=31761/4476, ttl=128		82.108.197.127	192.168.1.122	75	5428	1	2013-06-02 10:20:30			
5428	5428	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32017/4477, ttl=128		82.108.75.226	192.168.1.122	75	5429	1	2013-06-02 10:20:30			
5429	5429	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32273/4478, ttl=128		82.108.48.215	192.168.1.122	75	5430	1	2013-06-02 10:20:30			
5430	5430	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1233 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.116.129	54	5431	1	2013-06-02 10:20:30	1233.0	445.0	141.0
5431	5431	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1234 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.72.137	192.168.1.122	62	5432	1	2013-06-02 10:20:30	445.0	1234.0	142.0
5432	5432	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32529/4479, ttl=128		82.108.13.41	192.168.1.122	75	5433	1	2013-06-02 10:20:30			
5433	5433	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1237 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.160.214	192.168.1.122	62	5434	1	2013-06-02 10:20:30	445.0	1237.0	145.0
5434	5434	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=32785/4480, ttl=128		82.108.230.151	192.168.1.122	75	5435	1	2013-06-02 10:20:30			
5435	5435	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33041/4481, ttl=128		82.108.242.124	192.168.1.122	75	5436	1	2013-06-02 10:20:30			
5436	5436	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1234 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.72.137	54	5437	1	2013-06-02 10:20:30	1234.0	445.0	142.0
5437	5437	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33297/4482, ttl=128		82.108.43.6	192.168.1.122	75	5438	1	2013-06-02 10:20:30			
5438	5438	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33553/4483, ttl=128		82.108.222.50	192.168.1.122	75	5439	1	2013-06-02 10:20:30			
5439	5439	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=33809/4484, ttl=128		82.108.214.28	192.168.1.122	75	5440	1	2013-06-02 10:20:30			
5440	5440	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34065/4485, ttl=128		82.108.179.151	192.168.1.122	75	5441	1	2013-06-02 10:20:30			
5441	5441	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34321/4486, ttl=128		82.108.94.48	192.168.1.122	75	5442	1	2013-06-02 10:20:30			
5442	5442	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34577/4487, ttl=128		82.108.35.77	192.168.1.122	75	5443	1	2013-06-02 10:20:30			
5443	5443	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=34833/4488, ttl=128		82.108.98.121	192.168.1.122	75	5444	1	2013-06-02 10:20:30			
5444	5444	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35089/4489, ttl=128		82.108.72.73	192.168.1.122	75	5445	1	2013-06-02 10:20:30			
5445	5445	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35345/4490, ttl=128		82.108.32.194	192.168.1.122	75	5446	1	2013-06-02 10:20:30			
5446	5446	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35601/4491, ttl=128		82.108.222.89	192.168.1.122	75	5447	1	2013-06-02 10:20:30			
5447	5447	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=35857/4492, ttl=128		82.108.59.222	192.168.1.122	75	5448	1	2013-06-02 10:20:30			
5448	5448	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36113/4493, ttl=128		82.108.112.60	192.168.1.122	75	5449	1	2013-06-02 10:20:30			
5449	5449	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36369/4494, ttl=128		82.108.107.22	192.168.1.122	75	5450	1	2013-06-02 10:20:30			
5450	5450	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36625/4495, ttl=128		82.108.15.203	192.168.1.122	75	5451	1	2013-06-02 10:20:30			
5451	5451	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=36881/4496, ttl=128		82.108.197.50	192.168.1.122	75	5452	1	2013-06-02 10:20:30			
5452	5452	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=37137/4497, ttl=128		82.108.34.125	192.168.1.122	75	5453	1	2013-06-02 10:20:30			
5453	5453	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=37393/4498, ttl=128		82.108.234.249	192.168.1.122	75	5454	1	2013-06-02 10:20:30			
5454	5454	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=37649/4499, ttl=128		82.108.72.103	192.168.1.122	75	5455	1	2013-06-02 10:20:30			
5455	5455	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=37905/4500, ttl=128		82.108.178.255	192.168.1.122	75	5456	1	2013-06-02 10:20:30			
5456	5456	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=38161/4501, ttl=128		82.108.105.23	192.168.1.122	75	5457	1	2013-06-02 10:20:30			
5457	5457	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=38417/4502, ttl=128		82.108.41.83	192.168.1.122	75	5458	1	2013-06-02 10:20:30			
5458	5458	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=38673/4503, ttl=128		82.108.121.186	192.168.1.122	75	5459	1	2013-06-02 10:20:30			
5459	5459	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=38929/4504, ttl=128		82.108.219.109	192.168.1.122	75	5460	1	2013-06-02 10:20:30			
5460	5460	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=39185/4505, ttl=128		82.108.157.98	192.168.1.122	75	5461	1	2013-06-02 10:20:30			
5461	5461	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=39441/4506, ttl=128		82.108.83.28	192.168.1.122	75	5462	1	2013-06-02 10:20:30			
5462	5462	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=39697/4507, ttl=128		82.108.60.160	192.168.1.122	75	5463	1	2013-06-02 10:20:30			
5463	5463	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=39953/4508, ttl=128		82.108.100.168	192.168.1.122	75	5464	1	2013-06-02 10:20:30			
5464	5464	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1236 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.10.140	192.168.1.122	62	5465	1	2013-06-02 10:20:30	445.0	1236.0	144.0
5465	5465	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=40209/4509, ttl=128		82.108.177.141	192.168.1.122	75	5466	1	2013-06-02 10:20:30			
5466	5466	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=40465/4510, ttl=128		82.108.170.160	192.168.1.122	75	5467	1	2013-06-02 10:20:30			
5467	5467	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=40721/4511, ttl=128		82.108.187.219	192.168.1.122	75	5468	1	2013-06-02 10:20:31			
5468	5468	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1236 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.10.140	54	5469	1	2013-06-02 10:20:31	1236.0	445.0	144.0
5469	5469	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1234 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.72.137	192.168.1.122	62	5470	1	2013-06-02 10:20:31	445.0	1234.0	142.0
5470	5470	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1238 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.135.186	192.168.1.122	62	5471	1	2013-06-02 10:20:31	445.0	1238.0	146.0
5471	5471	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=40977/4512, ttl=128		82.108.98.188	192.168.1.122	75	5472	1	2013-06-02 10:20:31			
5472	5472	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=41233/4513, ttl=128		82.108.43.26	192.168.1.122	75	5473	1	2013-06-02 10:20:31			
5473	5473	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=41489/4514, ttl=128		82.108.197.167	192.168.1.122	75	5474	1	2013-06-02 10:20:31			
5474	5474	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=41745/4515, ttl=128		82.108.211.65	192.168.1.122	75	5475	1	2013-06-02 10:20:31			
5475	5475	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1234 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.72.137	54	5476	1	2013-06-02 10:20:31	1234.0	445.0	142.0
5476	5476	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1238 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.135.186	54	5477	1	2013-06-02 10:20:31	1238.0	445.0	146.0
5477	5477	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=42001/4516, ttl=128		82.108.19.71	192.168.1.122	75	5478	1	2013-06-02 10:20:31			
5478	5478	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=42257/4517, ttl=128		82.108.86.146	192.168.1.122	75	5479	1	2013-06-02 10:20:31			
5479	5479	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=42513/4518, ttl=128		82.108.2.72	192.168.1.122	75	5480	1	2013-06-02 10:20:31			
5480	5480	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=42769/4519, ttl=128		82.108.16.88	192.168.1.122	75	5481	1	2013-06-02 10:20:31			
5481	5481	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1239 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.130.23	192.168.1.122	62	5482	1	2013-06-02 10:20:31	445.0	1239.0	147.0
5482	5482	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=43025/4520, ttl=128		82.108.208.195	192.168.1.122	75	5483	1	2013-06-02 10:20:31			
5483	5483	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=43281/4521, ttl=128		82.108.100.28	192.168.1.122	75	5484	1	2013-06-02 10:20:31			
5484	5484	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=43537/4522, ttl=128		82.108.29.12	192.168.1.122	75	5485	1	2013-06-02 10:20:31			
5485	5485	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=43793/4523, ttl=128		82.108.22.5	192.168.1.122	75	5486	1	2013-06-02 10:20:31			
5486	5486	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=44049/4524, ttl=128		82.108.90.154	192.168.1.122	75	5487	1	2013-06-02 10:20:31			
5487	5487	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=44305/4525, ttl=128		82.108.211.246	192.168.1.122	75	5488	1	2013-06-02 10:20:31			
5488	5488	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=44561/4526, ttl=128		82.108.9.243	192.168.1.122	75	5489	1	2013-06-02 10:20:31			
5489	5489	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=44817/4527, ttl=128		82.108.173.213	192.168.1.122	75	5490	1	2013-06-02 10:20:31			
5490	5490	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=45073/4528, ttl=128		82.108.62.128	192.168.1.122	75	5491	1	2013-06-02 10:20:31			
5491	5491	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=45329/4529, ttl=128		82.108.52.43	192.168.1.122	75	5492	1	2013-06-02 10:20:31			
5492	5492	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=45585/4530, ttl=128		82.108.118.52	192.168.1.122	75	5493	1	2013-06-02 10:20:31			
5493	5493	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=45841/4531, ttl=128		82.108.5.103	192.168.1.122	75	5494	1	2013-06-02 10:20:31			
5494	5494	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=46097/4532, ttl=128		82.108.117.124	192.168.1.122	75	5495	1	2013-06-02 10:20:31			
5495	5495	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=46353/4533, ttl=128		82.108.228.92	192.168.1.122	75	5496	1	2013-06-02 10:20:31			
5496	5496	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=46609/4534, ttl=128		82.108.23.225	192.168.1.122	75	5497	1	2013-06-02 10:20:31			
5497	5497	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=46865/4535, ttl=128		82.108.213.137	192.168.1.122	75	5498	1	2013-06-02 10:20:31			
5498	5498	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=47121/4536, ttl=128		82.108.91.213	192.168.1.122	75	5499	1	2013-06-02 10:20:31			
5499	5499	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=47377/4537, ttl=128		82.108.28.65	192.168.1.122	75	5500	1	2013-06-02 10:20:31			
5500	5500	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=47633/4538, ttl=128		82.108.46.236	192.168.1.122	75	5501	1	2013-06-02 10:20:31			
5501	5501	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1236 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.10.140	192.168.1.122	62	5502	1	2013-06-02 10:20:31	445.0	1236.0	144.0
5502	5502	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=42257/4517, ttl=48 (request in 5479)		192.168.1.122	82.108.86.146	75	5503	1	2013-06-02 10:20:31			
5503	5503	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=47889/4539, ttl=128		82.108.86.146	192.168.1.122	75	5504	1	2013-06-02 10:20:31			
5504	5504	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=48145/4540, ttl=128		82.108.14.179	192.168.1.122	75	5505	1	2013-06-02 10:20:31			
5505	5505	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=48401/4541, ttl=128		82.108.116.133	192.168.1.122	75	5506	1	2013-06-02 10:20:31			
5506	5506	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=48657/4542, ttl=128		82.108.108.42	192.168.1.122	75	5507	1	2013-06-02 10:20:31			
5507	5507	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1236 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.10.140	54	5508	1	2013-06-02 10:20:31	1236.0	445.0	144.0
5508	5508	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	[TCP Retransmission] 1238 > 445 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.135.186	192.168.1.122	62	5509	1	2013-06-02 10:20:31	445.0	1238.0	146.0
5509	5509	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=48913/4543, ttl=128		82.108.193.17	192.168.1.122	75	5510	1	2013-06-02 10:20:31			
5510	5510	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=49169/4544, ttl=128		82.108.75.106	192.168.1.122	75	5511	1	2013-06-02 10:20:31			
5511	5511	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=47889/4539, ttl=48 (request in 5504)		192.168.1.122	82.108.86.146	75	5512	1	2013-06-02 10:20:31			
5512	5512	62	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	TCP	1240 > 139 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1		82.108.86.146	192.168.1.122	62	5513	1	2013-06-02 10:20:31	139.0	1240.0	148.0
5513	5513	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=49425/4545, ttl=128		82.108.123.46	192.168.1.122	75	5514	1	2013-06-02 10:20:31			
5514	5514	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=49681/4546, ttl=128		82.108.16.80	192.168.1.122	75	5515	1	2013-06-02 10:20:31			
5515	5515	54	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	TCP	445 > 1238 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0		192.168.1.122	82.108.135.186	54	5516	1	2013-06-02 10:20:31	1238.0	445.0	146.0
5516	5516	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=49937/4547, ttl=128		82.108.96.15	192.168.1.122	75	5517	1	2013-06-02 10:20:31			
5517	5517	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=50193/4548, ttl=128		82.108.90.96	192.168.1.122	75	5518	1	2013-06-02 10:20:31			
5518	5518	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=50449/4549, ttl=128		82.108.64.90	192.168.1.122	75	5519	1	2013-06-02 10:20:31			
5519	5519	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=50705/4550, ttl=128		82.108.56.64	192.168.1.122	75	5520	1	2013-06-02 10:20:31			
5520	5520	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=50961/4551, ttl=128		82.108.140.56	192.168.1.122	75	5521	1	2013-06-02 10:20:31			
5521	5521	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=51217/4552, ttl=128		82.108.219.198	192.168.1.122	75	5522	1	2013-06-02 10:20:31			
5522	5522	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=51473/4553, ttl=128		82.108.117.153	192.168.1.122	75	5523	1	2013-06-02 10:20:31			
5523	5523	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=51729/4554, ttl=128		82.108.70.92	192.168.1.122	75	5524	1	2013-06-02 10:20:31			
5524	5524	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=51985/4555, ttl=128		82.108.208.70	192.168.1.122	75	5525	1	2013-06-02 10:20:31			
5525	5525	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=52241/4556, ttl=128		82.108.115.208	192.168.1.122	75	5526	1	2013-06-02 10:20:31			
5526	5526	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=52497/4557, ttl=128		82.108.138.46	192.168.1.122	75	5527	1	2013-06-02 10:20:31			
5527	5527	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=52753/4558, ttl=128		82.108.235.72	192.168.1.122	75	5528	1	2013-06-02 10:20:31			
5528	5528	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=53009/4559, ttl=128		82.108.255.234	192.168.1.122	75	5529	1	2013-06-02 10:20:31			
5529	5529	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=53265/4560, ttl=128		82.108.87.37	192.168.1.122	75	5530	1	2013-06-02 10:20:31			
5530	5530	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=53521/4561, ttl=128		82.108.60.62	192.168.1.122	75	5531	1	2013-06-02 10:20:31			
5531	5531	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=53777/4562, ttl=128		82.108.131.60	192.168.1.122	75	5532	1	2013-06-02 10:20:31			
5532	5532	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=54033/4563, ttl=128		82.108.57.43	192.168.1.122	75	5533	1	2013-06-02 10:20:31			
5533	5533	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=54289/4564, ttl=128		82.108.190.0	192.168.1.122	75	5534	1	2013-06-02 10:20:31			
5534	5534	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=54545/4565, ttl=128		82.108.70.164	192.168.1.122	75	5535	1	2013-06-02 10:20:31			
5535	5535	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=54801/4566, ttl=128		82.108.113.95	192.168.1.122	75	5536	1	2013-06-02 10:20:31			
5536	5536	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=55057/4567, ttl=128		82.108.137.106	192.168.1.122	75	5537	1	2013-06-02 10:20:31			
5537	5537	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=55313/4568, ttl=128		82.108.231.234	192.168.1.122	75	5538	1	2013-06-02 10:20:31			
5538	5538	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=55569/4569, ttl=128		82.108.16.202	192.168.1.122	75	5539	1	2013-06-02 10:20:31			
5539	5539	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=55825/4570, ttl=128		82.108.154.242	192.168.1.122	75	5540	1	2013-06-02 10:20:31			
5540	5540	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=56081/4571, ttl=128		82.108.57.230	192.168.1.122	75	5541	1	2013-06-02 10:20:31			
5541	5541	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=56337/4572, ttl=128		82.108.186.236	192.168.1.122	75	5542	1	2013-06-02 10:20:31			
5542	5542	75	00:0c:29:54:bf:79	00:26:b9:2b:0b:59	ICMP	Echo (ping) reply    id=0x0200, seq=51473/4553, ttl=112 (request in 5523)		192.168.1.122	82.108.117.153	75	5543	1	2013-06-02 10:20:31			
5543	5543	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=56593/4573, ttl=128		82.108.117.153	192.168.1.122	75	5544	1	2013-06-02 10:20:31			
5544	5544	75	00:26:b9:2b:0b:59	00:0c:29:54:bf:79	ICMP	Echo (ping) request  id=0x0200, seq=56849/4574, ttl=128		82.108.44.124	192.168.1.122	75	5545	1	2013-06-02 10:20:31			
